TIME,price,volume,CNT,volbar,ema_price,VWAP
2014-01-03 23:41:29.719,98.81467,2228,6,9693,98.81125,98.81278
2014-01-03 23:46:29.719,98.76976,1586,4,1586,98.77184,98.78005
2014-01-03 23:51:29.719,98.71162,1418,1,8495,98.71463,98.71245
2014-01-03 23:56:29.719,98.60352,2638,5,5256,98.60907,98.61175
2014-01-04 00:01:29.719,98.65963,69,4,5894,98.6571,98.65743
2014-01-04 00:06:29.719,98.66146,856,6,1093,98.66124,98.66057
2014-01-04 00:11:29.719,98.51686,663,2,9060,98.52408,98.51796
2014-01-04 00:16:29.719,98.51263,1456,7,4301,98.5132,98.51314
2014-01-04 00:21:29.719,98.5943,111,4,2502,98.59024,98.58725
2014-01-04 00:26:29.719,98.68853,251,4,4890,98.68361,98.68577
2014-01-04 00:31:29.719,98.64325,47,4,0,98.64526,98.68577
2014-01-04 00:36:29.719,98.64325,47,0,2610,98.64335,98.64345
2014-01-04 00:41:29.719,98.49823,1979,3,1979,98.50549,98.50726
2014-01-04 00:46:29.719,98.4154,1055,1,0,98.4199,98.50726
2014-01-04 00:51:29.719,98.4154,1055,0,2976,98.41562,98.41556
2014-01-04 00:56:29.719,98.28863,573,2,573,98.29498,98.31484
2014-01-04 01:01:29.719,98.22538,700,1,5029,98.22886,98.22602
2014-01-04 01:06:29.719,98.22369,187,3,4589,98.22395,98.22381
2014-01-04 01:11:29.719,98.15515,537,5,4556,98.15859,98.15861
2014-01-04 01:16:29.719,97.98358,862,4,1134,97.99233,98.01414
2014-01-04 01:21:29.719,97.96507,724,2,3038,97.96643,97.96616
2014-01-04 01:26:29.719,97.77123,2006,5,6242,97.78099,97.77596
2014-01-04 01:31:29.719,97.89425,949,6,949,97.88859,97.86443
2014-01-04 01:36:29.719,97.90746,194,1,5229,97.90652,97.90695
2014-01-04 01:41:29.719,97.74827,1854,4,13014,97.75618,97.75143
2014-01-04 01:46:29.719,97.82622,53,7,634,97.82272,97.78797
2014-01-04 01:51:29.719,97.65973,3069,3,3069,97.66788,97.66238
2014-01-04 01:56:29.719,97.76038,1926,1,6466,97.75575,97.75806
2014-01-04 02:01:29.719,97.68422,1429,5,3444,97.6878,97.6907
2014-01-04 02:06:29.719,97.71035,3516,2,6558,97.70922,97.7098
2014-01-04 02:11:29.719,97.71167,740,3,740,97.71155,97.71109
2014-01-04 02:16:29.719,97.85074,2221,1,3401,97.84378,97.84856
2014-01-04 02:21:29.719,97.82541,1658,3,2632,97.82633,97.82684
2014-01-04 02:26:29.719,97.90397,3858,3,5566,97.90009,97.90208
2014-01-04 02:31:29.719,97.87399,140,2,140,97.8753,97.89283
2014-01-04 02:36:29.719,97.86465,889,1,889,97.86518,97.86531
2014-01-04 02:41:29.719,97.85361,1227,1,8144,97.85418,97.85367
2014-01-04 02:46:29.719,97.97405,1631,4,3788,97.96806,97.96231
2014-01-04 02:51:29.719,97.99559,713,2,2192,97.99421,97.99268
2014-01-04 02:56:29.719,98.01485,2678,3,3181,98.01382,98.01404
2014-01-04 03:01:29.719,98.04826,254,3,5082,98.04654,98.04718
2014-01-04 03:06:29.719,98.1167,261,7,4325,98.1132,98.11273
2014-01-04 03:11:29.719,98.21508,1500,3,5524,98.20999,98.211
2014-01-04 03:16:29.719,98.25625,627,4,0,98.25393,98.211
2014-01-04 03:21:29.719,98.25625,627,0,5231,98.25613,98.25612
2014-01-04 03:26:29.719,98.25776,1076,2,4324,98.25768,98.25766
2014-01-04 03:31:29.719,98.3378,837,3,837,98.33379,98.32057
2014-01-04 03:36:29.719,98.23798,1203,1,2461,98.24277,98.23973
2014-01-04 03:41:29.719,98.09179,982,2,0,98.09933,98.23973
2014-01-04 03:46:29.719,98.09179,982,0,4563,98.09216,98.09199
2014-01-04 03:51:29.719,98.0348,245,5,3203,98.03767,98.03861
2014-01-04 03:56:29.719,98.06206,59,5,604,98.06084,98.05687
2014-01-04 04:01:29.719,98.00643,2767,2,9755,98.00915,98.00663
2014-01-04 04:06:29.719,98.04998,3090,6,6482,98.04794,98.04694
2014-01-04 04:11:29.719,98.07381,935,4,1968,98.07252,98.06977
2014-01-04 04:16:29.719,98.02132,825,3,3292,98.02388,98.02297
2014-01-04 04:21:29.719,97.92055,1945,4,2692,97.92572,97.92665
2014-01-04 04:26:29.719,97.76427,395,3,6859,97.77234,97.76759
2014-01-04 04:31:29.719,97.68033,289,5,3759,97.68493,97.68776
2014-01-04 04:36:29.719,97.82905,1485,3,1881,97.82185,97.81514
2014-01-04 04:41:29.719,97.88644,2268,3,4512,97.88321,97.88483
2014-01-04 04:46:29.719,97.93277,564,4,4659,97.93029,97.93051
2014-01-04 04:51:29.719,97.91086,72,9,5475,97.91183,97.9117
2014-01-04 04:56:29.719,97.77171,272,5,9121,97.77871,97.77596
2014-01-04 05:01:29.719,97.61818,379,7,379,97.62621,97.70556
2014-01-04 05:06:29.719,97.65219,2502,1,7281,97.65089,97.6525
2014-01-04 05:11:29.719,97.61489,825,2,10329,97.61669,97.61617
2014-01-04 05:16:29.719,97.70761,414,6,1073,97.70306,97.6772
2014-01-04 05:21:29.719,97.81106,262,4,3993,97.80566,97.80842
2014-01-04 05:26:29.719,97.8891,2017,5,9894,97.88492,97.88747
2014-01-04 05:31:29.719,97.9375,119,4,119,97.93488,97.89701
2014-01-04 05:36:29.719,97.96478,3805,1,5463,97.96328,97.96439
2014-01-04 05:41:29.719,97.9725,3268,3,4465,97.97204,97.97203
2014-01-04 05:46:29.719,98.04528,49,4,6789,98.04162,98.04281
2014-01-04 05:51:29.719,98.18764,139,6,651,98.18034,98.13688
2014-01-04 05:56:29.719,98.30766,62,2,2642,98.30129,98.30448
2014-01-04 06:01:29.719,98.36367,340,5,340,98.36055,98.34688
2014-01-04 06:06:29.719,98.44972,4202,1,6562,98.44526,98.44935
2014-01-04 06:11:29.719,98.48293,724,2,4569,98.48105,98.48068
2014-01-04 06:16:29.719,98.48414,722,3,2082,98.48398,98.48377
2014-01-04 06:21:29.719,98.64642,2030,4,2030,98.6383,98.63761
2014-01-04 06:26:29.719,98.66453,4105,1,4257,98.66322,98.66386
2014-01-04 06:31:29.719,98.55216,1573,2,5878,98.55771,98.55615
2014-01-04 06:36:29.719,98.65934,883,5,883,98.65426,98.63286
2014-01-04 06:41:29.719,98.72201,1312,1,2071,98.71862,98.71952
2014-01-04 06:46:29.719,98.96666,1644,3,5132,98.95426,98.96163
2014-01-04 06:51:29.719,98.9576,1603,4,4402,98.95743,98.95782
2014-01-04 06:56:29.719,98.83175,865,4,2848,98.83804,98.84129
2014-01-04 07:01:29.719,98.76175,333,4,0,98.76556,98.84129
2014-01-04 07:06:29.719,98.76175,333,0,2958,98.76194,98.76196
2014-01-04 07:11:29.719,98.64452,486,3,1942,98.65039,98.65285
2014-01-04 07:16:29.719,98.48748,1269,2,3199,98.49562,98.49271
2014-01-04 07:21:29.719,98.51516,2247,3,9223,98.51418,98.51476
2014-01-04 07:26:29.719,98.59384,924,6,4960,98.58986,98.587
2014-01-04 07:31:29.719,98.38638,1574,3,5826,98.39656,98.39532
2014-01-04 07:36:29.719,98.38645,180,5,2115,98.38696,98.38757
2014-01-04 07:41:29.719,98.34202,3501,3,3640,98.34427,98.34348
2014-01-04 07:46:29.719,98.46606,7139,2,9478,98.45997,98.46368
2014-01-04 07:51:29.719,98.5187,786,3,2524,98.51576,98.50986
2014-01-04 07:56:29.719,98.60676,526,3,7578,98.60221,98.60487
2014-01-04 08:01:29.719,98.51852,127,6,768,98.5227,98.54742
2014-01-04 08:06:29.719,98.52232,3129,2,4151,98.52234,98.52266
2014-01-04 08:11:29.719,98.47868,3462,4,6287,98.48086,98.4801
2014-01-04 08:16:29.719,98.54406,175,4,3622,98.5409,98.5388
2014-01-04 08:21:29.719,98.40651,504,4,3820,98.41323,98.41301
2014-01-04 08:26:29.719,98.2857,1398,4,3096,98.29207,98.29345
2014-01-04 08:31:29.719,98.24805,548,3,1073,98.25025,98.2541
2014-01-04 08:36:29.719,98.24032,2337,3,5891,98.24081,98.24046
2014-01-04 08:41:29.719,98.26437,347,4,347,98.26319,98.25333
2014-01-04 08:46:29.719,98.25115,1109,1,1109,98.25175,98.25121
2014-01-04 08:51:29.719,98.27178,464,1,4639,98.27078,98.27153
2014-01-04 08:56:29.719,98.34531,360,4,1015,98.34159,98.33145
2014-01-04 09:01:29.719,98.26647,1250,2,1444,98.27023,98.26917
2014-01-04 09:06:29.719,98.18897,581,2,3325,98.19304,98.19075
2014-01-04 09:11:29.719,98.30484,395,3,4826,98.29925,98.30096
2014-01-04 09:16:29.719,98.15513,449,5,449,98.16234,98.20726
2014-01-04 09:21:29.719,98.21867,569,1,5007,98.21585,98.21859
2014-01-04 09:26:29.719,98.19044,2126,6,7715,98.19171,98.19133
2014-01-04 09:31:29.719,98.04949,2353,4,4320,98.0566,98.06147
2014-01-04 09:36:29.719,98.1087,877,2,6143,98.1061,98.10696
2014-01-04 09:41:29.719,98.00415,260,8,3795,98.00924,98.01212
2014-01-04 09:46:29.719,98.01946,1687,4,5364,98.01895,98.01919
2014-01-04 09:51:29.719,98.02664,95,3,350,98.02625,98.02334
2014-01-04 09:56:29.719,98.01851,494,2,908,98.01889,98.01867
2014-01-04 10:01:29.719,98.10797,1499,2,2560,98.10351,98.10636
2014-01-04 10:06:29.719,98.16208,3327,2,4361,98.15915,98.16046
2014-01-04 10:11:29.719,97.96135,884,3,2447,97.97124,97.97808
2014-01-04 10:16:29.719,98.08045,2017,3,2113,98.07499,98.07436
2014-01-04 10:21:29.719,98.02064,1638,2,0,98.02336,98.07436
2014-01-04 10:26:29.719,98.02064,1638,0,7147,98.02078,98.02069
2014-01-04 10:31:29.719,97.9297,770,4,7366,97.93426,97.93392
2014-01-04 10:36:29.719,97.81367,1353,5,3128,97.8197,97.82688
2014-01-04 10:41:29.719,97.79576,2961,3,4280,97.79696,97.79699
2014-01-04 10:46:29.719,97.94997,5384,2,8173,97.94232,97.94591
2014-01-04 10:51:29.719,98.06651,995,4,3552,98.06031,98.05377
2014-01-04 10:56:29.719,98.14275,271,2,3330,98.13863,98.13774
2014-01-04 11:01:29.719,98.1536,213,4,1090,98.15285,98.15139
2014-01-04 11:06:29.719,98.12812,1601,2,2490,98.12936,98.1287
2014-01-04 11:11:29.719,98.14993,824,3,2493,98.1489,98.1489
2014-01-04 11:16:29.719,98.13191,622,2,2120,98.13276,98.1329
2014-01-04 11:21:29.719,98.12907,796,5,4015,98.12925,98.12917
2014-01-04 11:26:29.719,98.08512,1855,5,3192,98.08733,98.08779
2014-01-04 11:31:29.719,98.07415,519,2,2308,98.07481,98.07509
2014-01-04 11:36:29.719,98.16108,249,2,8005,98.15677,98.15977
2014-01-04 11:41:29.719,98.21708,941,6,1282,98.21407,98.20329
2014-01-04 11:46:29.719,98.09234,2683,2,4769,98.09842,98.09427
2014-01-04 11:51:29.719,98.15954,1130,3,4142,98.15648,98.15593
2014-01-04 11:56:29.719,98.06224,99,4,1685,98.06695,98.07303
2014-01-04 12:01:29.719,98.11877,805,4,6913,98.11618,98.11815
2014-01-04 12:06:29.719,97.99603,76,7,2827,98.00204,98.0095
2014-01-04 12:11:29.719,97.9027,2650,4,4218,97.90766,97.90657
2014-01-04 12:16:29.719,97.90799,1497,3,0,97.90797,97.90657
2014-01-04 12:21:29.719,97.90799,1497,0,1497,97.90799,97.90798
2014-01-04 12:26:29.719,98.21989,717,1,717,98.2043,98.19021
2014-01-04 12:31:29.719,98.17167,360,1,3016,98.1733,98.17191
2014-01-04 12:36:29.719,98.18615,14,2,3251,98.18551,98.18551
2014-01-04 12:41:29.719,98.20476,267,6,267,98.20379,98.19726
2014-01-04 12:46:29.719,98.17474,455,1,455,98.17619,98.17577
2014-01-04 12:51:29.719,98.21699,297,1,1667,98.21495,98.21641
2014-01-04 12:56:29.719,98.20113,1409,2,2345,98.20182,98.20166
2014-01-04 13:01:29.719,98.12271,745,3,1425,98.12666,98.12891
2014-01-04 13:06:29.719,98.06726,1745,4,3467,98.07023,98.06861
2014-01-04 13:11:29.719,98.15827,1200,3,4395,98.15387,98.15479
2014-01-04 13:16:29.719,98.10235,1680,4,0,98.10492,98.15479
2014-01-04 13:21:29.719,98.10235,1680,0,3678,98.10248,98.10251
2014-01-04 13:26:29.719,98.16307,797,4,1168,98.16004,98.15481
2014-01-04 13:31:29.719,98.26363,578,2,3665,98.25845,98.26166
2014-01-04 13:36:29.719,98.15612,227,5,4741,98.16124,98.16012
2014-01-04 13:41:29.719,98.0689,5530,3,8884,98.07352,98.07136
2014-01-04 13:46:29.719,98.20456,2140,4,13640,98.198,98.20024
2014-01-04 13:51:29.719,97.93573,95,6,1285,97.94885,98.02943
2014-01-04 13:56:29.719,97.74321,766,3,1782,97.75349,97.75834
2014-01-04 14:01:29.719,97.80017,1785,2,6854,97.79784,97.79961
2014-01-04 14:06:29.719,97.64176,869,5,6005,97.64956,97.65039
2014-01-04 14:11:29.719,97.59057,196,6,2296,97.59352,97.59784
2014-01-04 14:16:29.719,97.58179,326,3,5704,97.58237,97.58215
2014-01-04 14:21:29.719,97.57438,753,6,4226,97.57478,97.57488
2014-01-04 14:26:29.719,97.36362,2018,5,4926,97.37417,97.37288
2014-01-04 14:31:29.719,97.41412,563,3,6138,97.41212,97.41246
2014-01-04 14:36:29.719,97.45889,2743,4,4464,97.45655,97.45579
2014-01-04 14:41:29.719,97.43417,3341,3,3341,97.43529,97.43561
2014-01-04 14:46:29.719,97.38614,991,1,3650,97.3886,97.38845
2014-01-04 14:51:29.719,97.32143,169,3,169,97.32479,97.35703
2014-01-04 14:56:29.719,97.32342,1090,1,2566,97.32349,97.32366
2014-01-04 15:01:29.719,97.27758,1310,3,6042,97.27988,97.27855
2014-01-04 15:06:29.719,97.39933,29,6,5516,97.39336,97.39293
2014-01-04 15:11:29.719,97.30305,1559,6,6619,97.30756,97.30684
2014-01-04 15:16:29.719,97.29495,307,2,926,97.29558,97.29818
2014-01-04 15:21:29.719,97.23246,696,2,1602,97.23562,97.23497
2014-01-04 15:26:29.719,97.31634,1831,2,4528,97.3123,97.31487
2014-01-04 15:31:29.719,97.322,2069,5,7251,97.32152,97.32178
2014-01-04 15:36:29.719,97.38128,394,6,5142,97.3783,97.37725
2014-01-04 15:41:29.719,97.58765,1196,4,1196,97.57718,97.54822
2014-01-04 15:46:29.719,97.70272,1382,1,1563,97.69644,97.69577
2014-01-04 15:51:29.719,97.70335,2547,2,2854,97.70301,97.70314
2014-01-04 15:56:29.719,97.72126,462,2,2101,97.72035,97.72008
2014-01-04 16:01:29.719,97.49902,2136,4,5838,97.51009,97.50319
2014-01-04 16:06:29.719,97.36,2506,3,7028,97.36751,97.36582
2014-01-04 16:11:29.719,97.32587,1777,3,4654,97.32795,97.32878
2014-01-04 16:16:29.719,97.23541,571,3,3361,97.24004,97.2419
2014-01-04 16:21:29.719,97.2189,2147,6,0,97.21995,97.2419
2014-01-04 16:26:29.719,97.2189,2147,0,2171,97.21895,97.21899
2014-01-04 16:31:29.719,97.36912,2746,2,4761,97.36161,97.36576
2014-01-04 16:36:29.719,97.27948,460,3,8508,97.28359,97.28188
2014-01-04 16:41:29.719,97.3511,646,4,3115,97.34773,97.34258
2014-01-04 16:46:29.719,97.54262,1428,3,1428,97.53288,97.52049
2014-01-04 16:51:29.719,97.64426,855,1,3167,97.63869,97.6412
2014-01-04 16:56:29.719,97.45582,261,2,261,97.46496,97.52691
2014-01-04 17:01:29.719,97.51375,728,1,5904,97.51131,97.5138
2014-01-04 17:06:29.719,97.43652,1790,4,1790,97.44026,97.44749
2014-01-04 17:11:29.719,97.49845,1345,1,4452,97.49554,97.49728
2014-01-04 17:16:29.719,97.661,2155,5,3028,97.65272,97.64954
2014-01-04 17:21:29.719,97.60365,686,2,2920,97.6061,97.60607
2014-01-04 17:26:29.719,97.65187,1976,3,0,97.64958,97.60607
2014-01-04 17:31:29.719,97.65187,1976,0,5554,97.65176,97.65181
2014-01-04 17:36:29.719,97.92212,87,5,4719,97.90861,97.90708
2014-01-04 17:41:29.719,97.89697,755,4,3821,97.89755,97.89759
2014-01-04 17:46:29.719,97.86284,1980,3,6828,97.86457,97.86384
2014-01-04 17:51:29.719,97.85835,981,6,6032,97.85866,97.85865
2014-01-04 17:56:29.719,97.90977,810,4,810,97.90722,97.89532
2014-01-04 18:01:29.719,97.91174,164,1,4493,97.91151,97.91154
2014-01-04 18:06:29.719,98.0157,1222,8,11910,98.01049,98.01375
2014-01-04 18:11:29.719,98.00641,216,6,2025,98.00661,98.0081
2014-01-04 18:16:29.719,98.13422,544,3,2465,98.12784,98.12782
2014-01-04 18:21:29.719,98.24108,3070,4,8450,98.23542,98.23937
2014-01-04 18:26:29.719,98.25587,1429,5,4341,98.25484,98.25438
2014-01-04 18:31:29.719,98.1846,700,4,2199,98.18811,98.19143
2014-01-04 18:36:29.719,98.10538,609,2,1604,98.10952,98.11146
2014-01-04 18:41:29.719,98.22523,64,2,1301,98.21945,98.21816
2014-01-04 18:46:29.719,98.13098,357,3,2382,98.1354,98.13344
2014-01-04 18:51:29.719,98.05969,1560,3,2300,98.06347,98.06342
2014-01-04 18:56:29.719,98.0022,468,2,2283,98.00526,98.00528
2014-01-04 19:01:29.719,97.89374,676,3,2294,97.89932,97.89929
2014-01-04 19:06:29.719,97.73238,1830,4,5803,97.74073,97.73578
2014-01-04 19:11:29.719,97.77237,1334,5,3361,97.77079,97.76941
2014-01-04 19:16:29.719,97.68715,388,6,6705,97.69134,97.68934
2014-01-04 19:21:29.719,97.61554,439,7,439,97.61933,97.64798
2014-01-04 19:26:29.719,97.66086,1408,1,0,97.65878,97.64798
2014-01-04 19:31:29.719,97.66086,1408,0,2122,97.66075,97.66085
2014-01-04 19:36:29.719,97.62148,3697,2,13085,97.62344,97.62179
2014-01-04 19:41:29.719,97.61333,42,6,786,97.61383,97.61719
2014-01-04 19:46:29.719,97.61911,1406,3,2213,97.61885,97.61905
2014-01-04 19:51:29.719,97.57961,177,2,0,97.58157,97.61905
2014-01-04 19:56:29.719,97.57961,177,0,177,97.57971,97.58084
2014-01-04 20:01:29.719,97.49978,312,1,3960,97.50377,97.49996
2014-01-04 20:06:29.719,97.57284,80,4,258,97.56939,97.54116
2014-01-04 20:11:29.719,97.57856,312,2,0,97.57811,97.54116
2014-01-04 20:16:29.719,97.57856,312,0,1789,97.57854,97.57854
2014-01-04 20:21:29.719,97.56354,181,2,4251,97.56429,97.56385
2014-01-04 20:26:29.719,97.60903,896,3,8271,97.60679,97.60787
2014-01-04 20:31:29.719,97.57875,2878,7,5334,97.58015,97.5809
2014-01-04 20:36:29.719,97.64544,846,3,846,97.64218,97.62905
2014-01-04 20:41:29.719,97.67175,1454,1,3963,97.67027,97.67115
2014-01-04 20:46:29.719,97.75119,117,3,7141,97.74714,97.74899
2014-01-04 20:51:29.719,97.70383,3423,4,3423,97.706,97.70821
2014-01-04 20:56:29.719,97.66656,1502,1,6498,97.66853,97.66774
2014-01-04 21:01:29.719,97.60227,469,5,0,97.60559,97.66774
2014-01-04 21:06:29.719,97.60227,469,0,4088,97.60244,97.60254
2014-01-04 21:11:29.719,97.52806,1259,4,4466,97.53178,97.53133
2014-01-04 21:16:29.719,97.46335,98,5,3350,97.46677,97.46778
2014-01-04 21:21:29.719,97.56395,2226,4,2390,97.55909,97.55724
2014-01-04 21:26:29.719,97.49399,663,2,663,97.49725,97.50426
2014-01-04 21:31:29.719,97.42081,1757,1,6288,97.42463,97.42133
2014-01-04 21:36:29.719,97.45003,274,4,274,97.44876,97.43465
2014-01-04 21:41:29.719,97.4976,1536,1,3103,97.49516,97.49701
2014-01-04 21:46:29.719,97.51275,1267,2,1467,97.51187,97.51123
2014-01-04 21:51:29.719,97.67307,226,2,226,97.66501,97.6303
2014-01-04 21:56:29.719,97.75274,1257,1,6399,97.74835,97.75245
2014-01-04 22:01:29.719,97.8532,108,5,3661,97.84795,97.84508
2014-01-04 22:06:29.719,97.7768,227,3,4857,97.78036,97.77949
2014-01-04 22:11:29.719,97.70386,5622,5,7700,97.70769,97.70626
2014-01-04 22:16:29.719,97.81719,3906,3,8309,97.81171,97.81212
2014-01-04 22:21:29.719,97.72962,426,3,3823,97.73372,97.73805
2014-01-04 22:26:29.719,97.72179,126,3,1658,97.72239,97.72364
2014-01-04 22:31:29.719,97.6593,699,2,1349,97.66246,97.66347
2014-01-04 22:36:29.719,97.67834,1244,2,3663,97.67755,97.67805
2014-01-04 22:41:29.719,97.77203,1770,3,3092,97.76731,97.76668
2014-01-04 22:46:29.719,97.81196,2086,4,2086,97.80973,97.80866
2014-01-04 22:51:29.719,97.62121,224,1,4878,97.63064,97.62544
2014-01-04 22:56:29.719,97.79622,1609,6,5235,97.78794,97.78845
2014-01-04 23:01:29.719,97.80609,342,4,342,97.80518,97.79824
2014-01-04 23:06:29.719,97.7839,282,1,6779,97.78496,97.78397
2014-01-04 23:11:29.719,97.64947,52,4,52,97.65625,97.76615
2014-01-04 23:16:29.719,97.49288,1724,1,2304,97.50105,97.49519
2014-01-04 23:21:29.719,97.45593,245,2,0,97.45818,97.49519
2014-01-04 23:26:29.719,97.45593,245,0,2026,97.45604,97.45604
2014-01-04 23:31:29.719,97.47432,2357,3,6214,97.4734,97.47402
2014-01-04 23:36:29.719,97.48333,366,3,2600,97.48284,97.48233
2014-01-04 23:41:29.719,97.41822,3440,3,7733,97.42145,97.41941
2014-01-04 23:46:29.719,97.45506,1579,4,0,97.45338,97.41941
2014-01-04 23:51:29.719,97.45506,1579,0,5489,97.45498,97.45494
2014-01-04 23:56:29.719,97.43206,758,3,1352,97.4332,97.43593
2014-01-05 00:01:29.719,97.61577,2081,2,6803,97.60664,97.61364
2014-01-05 00:06:29.719,97.50294,267,5,2008,97.50812,97.51914
2014-01-05 00:11:29.719,97.49414,242,2,13618,97.49484,97.49436
2014-01-05 00:16:29.719,97.42763,19,8,2675,97.43099,97.44126
2014-01-05 00:21:29.719,97.35321,16,2,3249,97.35709,97.35754
2014-01-05 00:26:29.719,97.39637,505,2,2344,97.39441,97.39374
2014-01-05 00:31:29.719,97.39116,86,4,680,97.39132,97.39156
2014-01-05 00:36:29.719,97.40359,1750,2,3981,97.40297,97.40347
2014-01-05 00:41:29.719,97.36621,535,2,4986,97.36805,97.36765
2014-01-05 00:46:29.719,97.45812,223,5,5847,97.45361,97.45427
2014-01-05 00:51:29.719,97.46707,257,6,3196,97.4664,97.46596
2014-01-05 00:56:29.719,97.54952,1338,3,3292,97.54537,97.5453
2014-01-05 01:01:29.719,97.62454,180,2,4990,97.62058,97.62188
2014-01-05 01:06:29.719,97.69944,492,6,1378,97.6955,97.68721
2014-01-05 01:11:29.719,97.67404,239,3,4389,97.67511,97.67428
2014-01-05 01:16:29.719,97.56331,41,4,5955,97.5689,97.56733
2014-01-05 01:21:29.719,97.62677,3547,3,6751,97.62388,97.62417
2014-01-05 01:26:29.719,97.42788,1556,4,5744,97.43768,97.43924
2014-01-05 01:31:29.719,97.41766,389,5,3797,97.41866,97.41927
2014-01-05 01:36:29.719,97.42063,828,6,7687,97.42053,97.42059
2014-01-05 01:41:29.719,97.5105,1722,6,6424,97.506,97.5053
2014-01-05 01:46:29.719,97.44255,2221,4,7941,97.44572,97.44513
2014-01-05 01:51:29.719,97.52235,986,5,1811,97.51852,97.50798
2014-01-05 01:56:29.719,97.5013,709,2,2892,97.50216,97.50155
2014-01-05 02:01:29.719,97.4086,1582,2,1582,97.41327,97.41665
2014-01-05 02:06:29.719,97.53451,533,1,1700,97.52845,97.5288
2014-01-05 02:11:29.719,97.67789,2528,2,2528,97.67041,97.6728
2014-01-05 02:16:29.719,97.74354,1229,1,4593,97.73988,97.74158
2014-01-05 02:21:29.719,97.6036,2181,3,3521,97.61042,97.61228
2014-01-05 02:26:29.719,97.63667,1164,4,1928,97.63536,97.63451
2014-01-05 02:31:29.719,97.61223,1864,2,2349,97.61338,97.61319
2014-01-05 02:36:29.719,97.65305,1196,2,7568,97.65106,97.65241
2014-01-05 02:41:29.719,97.66817,219,5,1242,97.66732,97.66445
2014-01-05 02:46:29.719,97.52079,1608,2,6553,97.52812,97.52255
2014-01-05 02:51:29.719,97.53805,1017,4,5688,97.53756,97.5372
2014-01-05 02:56:29.719,97.59831,352,3,3370,97.59528,97.5933
2014-01-05 03:01:29.719,97.53159,69,5,4643,97.53478,97.53394
2014-01-05 03:06:29.719,97.61683,1192,5,1350,97.61273,97.60426
2014-01-05 03:11:29.719,97.71169,4607,2,6133,97.70674,97.71031
2014-01-05 03:16:29.719,97.74625,434,3,434,97.74428,97.73126
2014-01-05 03:21:29.719,97.744,2622,1,4274,97.74401,97.74389
2014-01-05 03:26:29.719,97.76035,85,4,2883,97.75953,97.7592
2014-01-05 03:31:29.719,97.681,190,3,989,97.68493,97.69159
2014-01-05 03:36:29.719,97.84125,7882,3,11328,97.83344,97.8405
2014-01-05 03:41:29.719,97.81052,2387,2,3396,97.81167,97.81482
2014-01-05 03:46:29.719,97.95059,1518,3,4624,97.94364,97.94501
2014-01-05 03:51:29.719,97.92133,1457,3,4228,97.92245,97.92261
2014-01-05 03:56:29.719,97.99335,1744,4,3220,97.9898,97.98876
2014-01-05 04:01:29.719,97.80982,395,5,3900,97.81882,97.81739
2014-01-05 04:06:29.719,97.84801,1189,4,1189,97.84655,97.84353
2014-01-05 04:11:29.719,97.85202,467,1,467,97.85175,97.85092
2014-01-05 04:16:29.719,97.83431,1663,1,3513,97.83518,97.83443
2014-01-05 04:21:29.719,97.83009,667,2,667,97.83035,97.831
2014-01-05 04:26:29.719,97.73639,535,1,0,97.74109,97.831
2014-01-05 04:31:29.719,97.73639,535,0,5682,97.73662,97.73642
2014-01-05 04:36:29.719,97.7108,1059,4,1773,97.71209,97.71434
2014-01-05 04:41:29.719,97.65886,2208,2,5708,97.66152,97.65984
2014-01-05 04:46:29.719,97.79479,657,7,1684,97.78813,97.77493
2014-01-05 04:51:29.719,97.89112,4173,2,8549,97.88597,97.8898
2014-01-05 04:56:29.719,97.99543,662,2,3404,97.98996,97.98353
2014-01-05 05:01:29.719,97.9747,1723,4,5647,97.97546,97.97499
2014-01-05 05:06:29.719,98.03607,643,4,1232,98.03304,98.02437
2014-01-05 05:11:29.719,97.75668,1258,3,4068,97.7705,97.7616
2014-01-05 05:16:29.719,97.82191,1935,4,4466,97.81934,97.81923
2014-01-05 05:21:29.719,97.82373,2008,3,2008,97.82351,97.82326
2014-01-05 05:26:29.719,97.82043,930,1,2432,97.82058,97.82055
2014-01-05 05:31:29.719,97.95506,698,4,1057,97.94834,97.94062
2014-01-05 05:36:29.719,97.97981,264,2,2990,97.97823,97.97905
2014-01-05 05:41:29.719,98.01138,315,4,7874,98.00972,98.01076
2014-01-05 05:46:29.719,98.0002,1331,5,5581,98.00067,98.00091
2014-01-05 05:51:29.719,97.90491,3180,5,7938,97.9097,97.9084
2014-01-05 05:56:29.719,97.78572,7123,5,10744,97.79192,97.79025
2014-01-05 06:01:29.719,97.81088,681,4,5651,97.80994,97.80903
2014-01-05 06:06:29.719,97.88465,2939,4,10347,97.88092,97.88245
2014-01-05 06:11:29.719,97.83285,3439,7,3439,97.83525,97.8395
2014-01-05 06:16:29.719,97.7875,3618,1,4450,97.78989,97.78972
2014-01-05 06:21:29.719,97.73337,2054,3,5688,97.7362,97.73559
2014-01-05 06:26:29.719,97.66066,3930,3,3930,97.66444,97.66591
2014-01-05 06:31:29.719,97.54593,405,1,4175,97.55185,97.55171
2014-01-05 06:36:29.719,97.6596,732,5,1893,97.65421,97.6484
2014-01-05 06:41:29.719,97.67788,1259,2,2092,97.67669,97.67646
2014-01-05 06:46:29.719,97.7112,2773,2,6435,97.70947,97.71061
